1,543,294,404,177,0
2,550,295,398,175,0
3,557,296,393,174,0
4,564,297,388,172,0
5,572,298,381,171,0
6,579,299,376,169,0
7,586,300,371,168,0
8,593,301,366,166,0
9,601,302,359,165,0
10,608,303,354,163,0
11,615,304,349,162,0
12,623,305,343,161,0
13,626,305,339,159,0
14,630,305,334,158,0
15,634,305,329,157,0
16,637,305,325,155,0
17,641,305,320,154,0
18,645,306,315,152,0
19,649,306,310,151,0
20,652,306,306,149,0
21,656,306,301,148,0
22,660,306,296,147,0
23,664,307,291,145,0
24,666,307,284,143,0
25,668,307,277,142,0
26,670,308,270,139,0
27,672,308,263,138,0
28,674,308,256,137,0
29,676,309,249,134,0
30,678,309,242,133,0
31,680,309,235,132,0
32,682,310,228,129,0
33,684,310,221,128,0
34,686,311,215,126,0
35,684,311,208,125,0
36,683,311,200,124,0
37,682,311,193,123,0
38,681,311,185,122,0
39,680,311,177,121,0
40,679,311,170,120,0
41,678,311,162,119,0
42,677,312,155,117,0
43,676,312,159,115,0
44,676,312,162,114,0
45,676,312,165,113,0
46,676,312,168,112,0
47,676,312,171,110,0
48,676,312,174,109,0
49,676,312,177,108,0
50,676,312,181,107,0
51,676,313,204,107,0
52,684,311,210,106,0
53,692,309,217,106,0
54,701,307,222,105,0
55,709,305,229,105,0
56,718,303,234,104,0
57,726,301,241,104,0
58,735,299,247,104,0
59,741,297,251,104,0
60,748,296,255,104,0
61,754,295,260,104,0
62,761,294,264,104,0
63,759,293,264,103,0
64,758,293,264,101,0
65,756,293,264,99,0
66,755,293,264,97,0
67,753,292,264,96,0
68,752,292,264,94,0
69,750,292,264,92,0
70,749,292,264,91,0
71,745,291,263,90,0
72,741,290,262,89,0
73,738,289,260,89,0
74,734,288,259,88,0
75,730,287,259,87,0
76,727,286,257,87,0
77,723,285,256,86,0
78,719,284,255,85,0
79,716,284,254,84,0
80,711,283,253,83,0
81,707,282,252,83,0
82,703,281,250,83,0
83,699,280,249,83,0
84,695,279,247,83,0
85,691,278,246,83,0
86,686,277,245,83,0
87,682,276,244,83,0
88,678,275,242,83,0
89,674,274,241,83,0
90,670,273,239,83,0
91,666,272,238,83,0
92,662,271,237,83,0
93,659,270,235,83,0
94,657,270,232,83,0
95,654,269,231,83,0
96,652,269,228,83,0
97,649,268,227,84,0
98,647,268,224,83,0
99,645,268,222,83,0
100,642,267,220,84,0
101,640,267,217,83,0
102,637,266,216,84,0
103,635,266,213,84,0
104,632,265,212,84,0
105,630,265,209,84,0
106,628,265,207,84,0
107,626,265,203,84,0
108,624,265,199,84,0
109,623,265,194,84,0
110,621,265,190,84,0
111,620,265,185,84,0
112,618,265,181,84,0
113,616,265,177,84,0
114,615,265,172,84,0
115,613,265,168,84,0
116,612,265,164,84,0
117,609,264,161,84,0
118,606,264,158,84,0
119,603,263,155,84,0
120,601,263,151,84,0
121,598,263,149,83,0
122,595,262,146,84,0
123,593,262,142,83,0
124,590,261,139,84,0
125,587,261,136,83,0
126,585,261,133,83,0
127,581,260,132,84,0
128,577,260,131,85,0
129,573,260,130,85,0
130,570,260,128,86,0
131,566,260,127,86,0
132,562,259,126,88,0
133,559,259,124,88,0
134,555,259,123,89,0
135,551,259,122,89,0
136,548,259,120,90,0
137,545,259,120,90,0
138,542,259,120,90,0
139,539,259,120,90,0
140,536,260,121,90,0
141,533,260,121,90,0
142,530,260,121,90,0
143,527,261,122,90,0
144,524,261,122,90,0
145,521,261,122,90,0
146,519,262,122,90,0
147,515,261,126,90,0
148,512,261,130,90,0
149,508,261,135,90,0
150,505,261,139,90,0
151,502,261,143,90,0
152,498,261,148,89,0
153,495,261,152,89,0
