1,369,286,222,182,0
2,391,285,212,182,0
3,413,284,202,183,0
4,435,284,192,182,0
5,457,283,182,183,0
6,480,283,172,183,0
7,493,288,172,175,0
8,507,294,171,166,0
9,521,300,170,158,0
10,537,300,166,157,0
11,553,300,162,156,0
12,569,300,159,156,0
13,579,300,159,156,0
14,589,300,159,156,0
15,599,300,159,156,0
16,616,300,155,155,0
17,634,300,151,155,0
18,652,300,147,155,0
19,661,300,145,153,0
20,671,301,143,151,0
21,681,301,140,149,0
22,691,302,138,147,0
23,703,302,135,146,0
24,716,303,131,145,0
25,729,303,127,145,0
26,742,304,123,144,0
27,751,305,121,142,0
28,761,306,119,141,0
29,770,307,117,140,0
30,780,308,115,139,0
31,788,308,113,137,0
32,797,309,111,135,0
33,806,310,108,133,0
34,815,311,106,131,0
35,824,309,103,131,0
36,833,308,101,131,0
37,842,307,98,130,0
38,852,306,95,130,0
39,856,307,99,129,0
40,860,308,103,129,0
41,864,309,107,128,0
42,869,311,110,127,0
43,877,310,110,127,0
44,885,309,111,127,0
45,893,308,111,127,0
46,902,307,111,127,0
47,908,308,113,125,0
48,915,309,115,123,0
49,922,310,116,121,0
50,929,312,118,118,0
51,936,312,120,118,0
52,944,312,122,118,0
53,952,312,124,118,0
54,960,313,126,118,0
55,967,312,131,118,0
56,974,311,137,118,0
57,981,311,143,118,0
58,988,310,149,118,0
59,995,310,155,118,0
60,1005,309,154,118,0
61,1016,309,153,117,0
62,1027,308,152,117,0
63,1038,308,151,116,0
64,1046,307,147,118,0
65,1054,307,143,119,0
66,1062,307,139,120,0
67,1071,306,135,122,0
68,1079,306,131,123,0
69,1087,306,127,124,0
70,1096,306,123,126,0
71,1099,307,116,127,0
72,1102,309,110,127,0
73,1106,311,103,127,0
74,1103,308,103,128,0
75,1100,306,103,129,0
76,1097,304,103,130,0
77,1094,302,103,131,0
78,1080,302,113,132,0
79,1067,302,123,133,0
80,1053,302,134,134,0
81,1040,303,144,135,0
82,1028,303,147,135,0
83,1017,303,150,135,0
84,1006,303,152,135,0
85,995,304,155,134,0
86,978,301,167,134,0
87,961,299,179,134,0
88,945,297,191,134,0
89,932,297,189,134,0
90,919,297,187,134,0
91,907,298,184,134,0
92,910,298,177,134,0
93,914,299,169,134,0
94,918,300,162,134,0
95,922,301,154,134,0
96,926,302,147,134,0
97,921,302,144,134,0
98,916,302,141,134,0
99,911,303,139,133,0
100,906,303,136,133,0
101,901,303,133,133,0
102,897,304,130,132,0
103,883,303,136,134,0
104,870,303,141,136,0
105,857,302,147,139,0
106,844,302,152,141,0
107,831,302,158,143,0
108,817,301,164,145,0
109,804,301,169,147,0
110,791,300,175,150,0
111,778,300,180,152,0
112,765,300,186,154,0
113,744,299,188,154,0
114,723,299,190,154,0
115,702,299,192,154,0
116,681,298,194,154,0
117,661,298,196,154,0
118,640,298,198,154,0
119,619,297,200,154,0
120,598,297,202,154,0
121,578,297,204,154,0
122,558,297,206,154,0
123,538,298,209,154,0
124,518,298,212,155,0
125,498,299,215,155,0
126,478,299,216,155,0
127,458,299,218,155,0
128,438,299,220,155,0
129,418,299,222,155,0
130,398,299,224,155,0
131,378,298,223,156,0
132,358,298,222,157,0
133,338,297,221,158,0
134,318,297,220,159,0
135,298,297,219,159,0
136,278,296,218,161,0
137,258,296,217,161,0
138,239,296,215,162,0
139,225,295,215,162,0
140,211,294,215,162,0
141,197,293,215,162,0
142,183,292,215,162,0
143,169,291,215,162,0
144,155,290,215,162,0
145,142,290,215,162,0
146,135,289,207,165,0
147,129,289,199,167,0
148,123,289,191,169,0
149,116,289,183,172,0
150,110,289,175,174,0
151,104,289,167,176,0
152,98,289,159,179,0
153,102,287,155,180,0
154,107,286,151,181,0
155,111,284,148,183,0
156,116,283,144,184,0
157,121,282,153,185,0
158,126,281,162,187,0
159,131,280,171,189,0
160,136,279,180,190,0
161,141,278,189,192,0
162,146,277,198,194,0
163,151,276,207,196,0
164,166,275,209,197,0
165,181,275,212,198,0
166,196,274,214,199,0
167,211,274,217,200,0
168,226,273,220,201,0
169,241,273,222,202,0
170,256,272,225,203,0
171,272,272,227,204,0
172,286,273,226,202,0
173,301,274,224,200,0
174,315,276,223,197,0
175,330,277,221,195,0
176,344,278,220,193,0
177,359,280,218,191,0
178,379,281,208,189,0
179,400,282,198,187,0
180,420,283,189,185,0
181,441,285,179,183,0
182,453,286,178,182,0
183,465,287,177,181,0
184,477,288,176,180,0
185,489,290,175,178,0
186,506,290,167,177,0
187,523,290,160,176,0
188,540,290,152,175,0
189,558,290,144,174,0
190,564,290,147,173,0
191,570,290,151,172,0
192,576,290,155,171,0
193,583,290,158,170,0
194,594,290,159,169,0
195,606,291,159,168,0
196,618,292,159,167,0
197,630,293,159,166,0
198,642,294,159,165,0
199,654,295,159,164,0
200,666,296,159,163,0
201,678,297,159,162,0
202,690,298,154,159,0
203,703,299,148,157,0
204,715,300,143,154,0
205,728,301,137,152,0
206,741,302,131,150,0
207,750,303,129,148,0
208,759,304,128,147,0
209,769,305,126,146,0
210,776,304,125,145,0
211,784,304,123,144,0
212,792,304,121,143,0
213,799,304,120,141,0
214,807,304,118,140,0
215,815,304,116,139,0
216,823,304,115,138,0
217,828,304,115,137,0
218,834,305,115,135,0
219,839,305,115,135,0
220,845,306,115,133,0
221,850,306,115,133,0
222,856,307,115,131,0
223,862,308,115,130,0
224,867,308,115,129,0
225,872,309,115,127,0
226,878,310,115,126,0
227,883,310,115,125,0
228,888,311,115,124,0
229,894,312,115,122,0
230,899,312,115,122,0
231,904,313,115,120,0
232,910,314,115,119,0
233,915,313,116,119,0
234,920,313,118,119,0
235,925,313,119,118,0
236,930,313,121,118,0
237,935,312,123,119,0
238,940,312,124,118,0
239,945,312,126,118,0
240,950,312,128,118,0
241,960,311,130,118,0
242,970,310,133,118,0
243,981,310,135,117,0
244,991,309,137,117,0
245,1002,309,139,116,0
246,1012,308,142,116,0
247,1023,308,144,116,0
248,1032,306,146,117,0
249,1041,305,148,118,0
250,1050,304,150,119,0
251,1059,302,153,120,0
252,1068,301,155,121,0
253,1077,300,157,122,0
254,1086,299,160,123,0
255,1093,299,154,123,0
256,1100,299,149,123,0
257,1107,300,144,123,0
258,1114,300,138,123,0
259,1121,300,133,123,0
260,1129,301,127,123,0
261,1134,301,122,124,0
262,1139,301,118,125,0
263,1144,301,113,126,0
264,1150,302,108,127,0
265,1155,302,104,128,0
266,1160,302,99,129,0
267,1165,302,95,130,0
268,1171,303,90,131,0
